Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ni,Te,100%,,,Fi,100%,60%,0%,60%,,,40%,0%,60%,Se,,https://api.personality-database.com/profile_images/1500.png,Theo James,https://www.personality-database.com/profile/1500/theo-james-actors-british-isles-mbti-personality-type,,,3,,2,,,,,,,,,,,
Te,Ni,,,100%,Se,57%,93%,29%,64%,,,0%,7%,71%,Fi,,https://api.personality-database.com/profile_images/23906.png,Thomas Brodie-Sangster,https://www.personality-database.com/profile/23906/thomas-brodiesangster-actors-british-isles-mbti-personality-type,,,,,,,,,,4,8,1,,,,1
Fi,Ne,100%,75%,,Si,,100%,75%,25%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/28209.png,Tim Curry,https://www.personality-database.com/profile/28209/tim-curry-actors-british-isles-mbti-personality-type,,3,,1,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/50180.png,Tim Roth,https://www.personality-database.com/profile/50180/tim-roth-actors-british-isles-mbti-personality-type,,,,,,,,,,,,,,2,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/16349.png,Timothy Dalton,https://www.personality-database.com/profile/16349/timothy-dalton-actors-british-isles-mbti-personality-type,,,,,,,,,,,,2,,,,
Fe,Ni,,100%,90%,Se,90%,90%,90%,0%,,,0%,10%,,Ti,,https://api.personality-database.com/profile_images/1397.png,Toby Kebbell,https://www.personality-database.com/profile/1397/toby-kebbell-actors-british-isles-mbti-personality-type,1,,,,,,,,8,,,,,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/9185.png,Tom Baker,https://www.personality-database.com/profile/9185/tom-baker-actors-british-isles-mbti-personality-type,,,,2,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/44673.png,Tom Ellis,https://www.personality-database.com/profile/44673/tom-ellis-actors-british-isles-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,83%,100%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/21480.png,Tom Felton,https://www.personality-database.com/profile/21480/tom-felton-actors-british-isles-mbti-personality-type,,7,,,,3,,,,1,,,,1,,
Ne,Fi,,79%,93%,Te,,93%,72%,21%,97%,,0%,7%,,Si,,https://api.personality-database.com/profile_images/6460.png,Tom Hardy,https://www.personality-database.com/profile/6460/tom-hardy-actors-british-isles-mbti-personality-type,,,,,,2,,,,21,1,5,,,,
Ne,Fi,,98%,93%,Te,,100%,98%,2%,89%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/760.png,Tom Hiddleston,https://www.personality-database.com/profile/760/tom-hiddleston-actors-british-isles-mbti-personality-type,2,2,,,,,,,4,47,,1,,,,
Fi,Ne,97%,99%,,Si,,90%,90%,0%,100%,,0%,10%,,Te,,https://api.personality-database.com/profile_images/13846.png,Tom Holland,https://www.personality-database.com/profile/13846/tom-holland-actors-british-isles-mbti-personality-type,,62,,,,4,,1,,,,,,2,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/6870.png,Tom Hughes,https://www.personality-database.com/profile/6870/tom-hughes-actors-british-isles-mbti-personality-type,,,,,,,,,,,1,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,Vinnie Jones,https://www.personality-database.com/profile/46918/vinnie-jones-actors-british-isles-mbti-personality-type,,,,,,,1,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/15290.png,Warwick Davis,https://www.personality-database.com/profile/15290/warwick-davis-actors-british-isles-mbti-personality-type,,7,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Will Mellor,https://www.personality-database.com/profile/22580/will-mellor-actors-british-isles-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/4538.png,William Moseley,https://www.personality-database.com/profile/4538/william-moseley-actors-british-isles-mbti-personality-type,1,,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,67%,67%,67%,0%,,,0%,33%,,Se,,https://api.personality-database.com/profile_images/24604.png,Alex Kingston,https://www.personality-database.com/profile/24604/alex-kingston-actresses-british-isles-mbti-personality-type,2,,,,,1,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/21479.png,Amanda Abbington,https://www.personality-database.com/profile/21479/amanda-abbington-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,2,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/21786.png,Amy Huberman,https://www.personality-database.com/profile/21786/amy-huberman-actresses-british-isles-mbti-personality-type,,,,,1,,,,,,,,,,,
Fi,Ne,86%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16646.png,Amybeth McNulty,https://www.personality-database.com/profile/16646/amybeth-mcnulty-actresses-british-isles-mbti-personality-type,,6,,,,,,,,1,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/20128.png,Andrea Riseborough,https://www.personality-database.com/profile/20128/andrea-riseborough-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/11993.png,Anya Taylor-Joy,https://www.personality-database.com/profile/11993/anya-taylorjoy-actresses-british-isles-mbti-personality-type,,8,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33312.png,Billie Piper,https://www.personality-database.com/profile/33312/billie-piper-actresses-british-isles-mbti-personality-type,,,,,,1,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Caitriona Balfe,https://www.personality-database.com/profile/36679/caitriona-balfe-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Ne,88%,83%,,Si,,88%,77%,10%,88%,,6%,6%,,Te,,https://api.personality-database.com/profile_images/5939.png,Cara Delevingne,https://www.personality-database.com/profile/5939/cara-delevingne-models-mbti-personality-type,1,36,,1,,3,1,,,,2,2,,,2,
Fe,Ni,,96%,100%,Se,100%,93%,93%,0%,,,7%,0%,,Ti,,https://api.personality-database.com/profile_images/1023.png,Carey Mulligan,https://www.personality-database.com/profile/1023/carey-mulligan-actresses-british-isles-mbti-personality-type,,,,,,,,,25,,,,1,,1,
Si,Fe,89%,89%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/13922.png,Catherine Zeta-Jones,https://www.personality-database.com/profile/13922/catherine-zetajones-actresses-british-isles-mbti-personality-type,,,,,8,,,,,,,,,,1,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Charlotte Ritchie,https://www.personality-database.com/profile/40277/charlotte-ritchie-actresses-british-isles-mbti-personality-type,,,,,,,,,1,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/19536.png,Claire Forlani,https://www.personality-database.com/profile/19536/claire-forlani-actresses-british-isles-mbti-personality-type,,,,,,,,,2,,,,,,,
Si,Fe,93%,83%,,Ti,87%,,13%,0%,,87%,77%,10%,,Ne,,https://api.personality-database.com/profile_images/3861.png,Daisy Ridley,https://www.personality-database.com/profile/3861/daisy-ridley-actresses-british-isles-mbti-personality-type,3,1,,,18,2,4,,,,,,,1,1,
Ni,Ne,100%,,,Si,,100%,40%,60%,,,0%,0%,60%,Fe,50%,https://api.personality-database.com/profile_images/15275.png,Diana Rigg,https://www.personality-database.com/profile/15275/diana-rigg-actresses-british-isles-mbti-personality-type,4,,1,5,,,,,,,,,,,,
Ni,Fe,99%,99%,,Ti,89%,54%,54%,0%,,,43%,3%,,Se,,https://api.personality-database.com/profile_images/9123.png,Emilia Clarke,https://www.personality-database.com/profile/9123/emilia-clarke-actresses-british-isles-mbti-personality-type,33,6,,,30,1,,1,,,,,1,,,
Se,Ti,,,91%,Fe,,,4%,4%,91%,91%,4%,87%,87%,Ni,,https://api.personality-database.com/profile_images/1043.png,Emily Blunt,https://www.personality-database.com/profile/1043/emily-blunt-actresses-british-isles-mbti-personality-type,,,,,,,,2,,1,1,,,2,1,16
Fe,Fi,,100%,100%,Ne,,,50%,0%,,,50%,0%,,Si,50%,https://api.personality-database.com/profile_images/16939.png,Emily Mortimer,https://www.personality-database.com/profile/16939/emily-mortimer-actresses-british-isles-mbti-personality-type,,,,,,,,,,1,,,1,,,
Ni,Fe,100%,71%,,Ti,71%,94%,71%,24%,,,0%,6%,,Se,,https://api.personality-database.com/profile_images/5533.png,Emma Thompson,https://www.personality-database.com/profile/5533/emma-thompson-actresses-british-isles-mbti-personality-type,12,,,4,,,,1,,,,,,,,
Fe,Ni,,52%,78%,Se,97%,,46%,3%,,51%,51%,0%,,Ti,,https://api.personality-database.com/profile_images/588.png,Emma Watson,https://www.personality-database.com/profile/588/emma-watson-actresses-british-isles-mbti-personality-type,7,2,1,,2,,38,,95,1,3,3,12,1,65,
Ne,Fi,,100%,91%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/16610.png,Evanna Lynch,https://www.personality-database.com/profile/16610/evanna-lynch-actresses-british-isles-mbti-personality-type,,1,,,,,,,,10,,,,,,
Fe,Ni,,94%,100%,Se,88%,100%,94%,6%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/8726.png,Felicity Jones,https://www.personality-database.com/profile/8726/felicity-jones-actresses-british-isles-mbti-personality-type,,,,,,,,,13,2,1,,,,,
Fe,Si,,100%,100%,Ne,100%,,20%,0%,,80%,80%,0%,,Ti,,https://api.personality-database.com/profile_images/17586.png,Gemma Chan,https://www.personality-database.com/profile/17586/gemma-chan-actresses-british-isles-mbti-personality-type,,,,,,,,,1,,,,4,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/44743.png,Gemma Whelan,https://www.personality-database.com/profile/44743/gemma-whelan-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Ni,,,,Se,,80%,30%,50%,,,0%,20%,60%,Fe,50%,https://api.personality-database.com/profile_images/16149.png,Gillian Anderson,https://www.personality-database.com/profile/16149/gillian-anderson-actresses-usa-mbti-personality-type,,,1,3,,,,1,3,,1,,,1,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/30774.png,Gwendoline Christie,https://www.personality-database.com/profile/30774/gwendoline-christie-actresses-british-isles-mbti-personality-type,,,,,,5,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,67%,67%,0%,100%,,0%,33%,,Si,,/images/profile_transparent.png,Hannah John-Kamen,https://www.personality-database.com/profile/18645/hannah-johnkamen-actresses-british-isles-mbti-personality-type,,,,,,,,,,2,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Hannah Ware,https://www.personality-database.com/profile/25488/hannah-ware-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,100%,100%,,Ti,75%,75%,75%,0%,,,0%,25%,,Se,,https://api.personality-database.com/profile_images/34787.png,Helen Mirren,https://www.personality-database.com/profile/34787/helen-mirren-actresses-british-isles-mbti-personality-type,3,,,,,1,,,,,,,,,,
Ni,Fe,86%,100%,,Ti,76%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/6134.png,Helena Bonham Carter,https://www.personality-database.com/profile/6134/helena-bonham-carter-actresses-british-isles-mbti-personality-type,21,4,,,,,,,1,3,,,,,,
Fi,Ne,100%,100%,,Ni,,,50%,0%,100%,,0%,50%,,Te,50%,/images/profile_transparent.png,Imogen Hassall,https://www.personality-database.com/profile/36283/imogen-hassall-actresses-british-isles-mbti-personality-type,,1,,,,1,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Isy Suttie,https://www.personality-database.com/profile/31440/isy-suttie-actresses-british-isles-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/31435.png,Jameela Jamil,https://www.personality-database.com/profile/31435/jameela-jamil-actresses-british-isles-mbti-personality-type,6,,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/20851.png,Jane Horrocks,https://www.personality-database.com/profile/20851/jane-horrocks-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/16741.png,Jenna Coleman,https://www.personality-database.com/profile/16741/jenna-coleman-actresses-british-isles-mbti-personality-type,,,,,,,,,,2,,,,,,
Fi,Ne,100%,,,Ni,,,0%,50%,100%,,0%,50%,,Fe,50%,https://api.personality-database.com/profile_images/33313.png,Jessica Barden,https://www.personality-database.com/profile/33313/jessica-barden-actresses-british-isles-mbti-personality-type,,,,1,,1,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/31974.png,Jessie Buckley,https://www.personality-database.com/profile/31974/jessie-buckley-actresses-british-isles-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Se,67%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33555.png,Jodie Comer,https://www.personality-database.com/profile/33555/jodie-comer-actresses-british-isles-mbti-personality-type,,,,,,2,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20273.png,Jodie Whittaker,https://www.personality-database.com/profile/20273/jodie-whittaker-actresses-british-isles-mbti-personality-type,,3,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/19422.png,Judi Dench,https://www.personality-database.com/profile/19422/judi-dench-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,,,7,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Julie Walters,https://www.personality-database.com/profile/22534/julie-walters-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Juno Temple,https://www.personality-database.com/profile/22630/juno-temple-actresses-british-isles-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11801.png,Karen Gillan,https://www.personality-database.com/profile/11801/karen-gillan-actresses-british-isles-mbti-personality-type,,,,,,,,,,22,,,,,,
Fe,Ni,,100%,86%,Se,100%,71%,71%,0%,,,29%,0%,,Ti,,https://api.personality-database.com/profile_images/28277.png,Kate Beckinsale,https://www.personality-database.com/profile/28277/kate-beckinsale-actresses-british-isles-mbti-personality-type,,,,,1,,,,5,,,,1,,,
Ni,Fe,90%,100%,,Ti,90%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/462.png,Kate Winslet,https://www.personality-database.com/profile/462/kate-winslet-actresses-british-isles-mbti-personality-type,23,3,,,,,,,3,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/24153.png,Katherine Parkinson,https://www.personality-database.com/profile/24153/katherine-parkinson-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Fi,,100%,,Te,,,25%,0%,100%,75%,0%,75%,,Ni,50%,/images/profile_transparent.png,Kaya Scodelario,https://www.personality-database.com/profile/25484/kaya-scodelario-actresses-british-isles-mbti-personality-type,,1,,,,1,,,,,,,,2,,
Fi,Ne,100%,100%,,Si,,90%,90%,0%,87%,,7%,3%,,Te,,https://api.personality-database.com/profile_images/979.png,Keira Knightley,https://www.personality-database.com/profile/979/keira-knightley-actresses-british-isles-mbti-personality-type,2,25,,,2,1,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/19099.png,Kelly Macdonald,https://www.personality-database.com/profile/19099/kelly-macdonald-actresses-british-isles-mbti-personality-type,,,1,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20092.png,Kelly Osbourne,https://www.personality-database.com/profile/20092/kelly-osbourne-actresses-british-isles-mbti-personality-type,,2,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Kelly Reilly,https://www.personality-database.com/profile/24211/kelly-reilly-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Laura Haddock,https://www.personality-database.com/profile/25497/laura-haddock-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Ne,92%,,,Si,,92%,46%,46%,100%,,0%,8%,54%,Fe,,https://api.personality-database.com/profile_images/21868.png,Lena Headey,https://www.personality-database.com/profile/21868/lena-headey-actresses-british-isles-mbti-personality-type,,5,,6,,,,1,,1,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/6467.png,Lena Olin,https://www.personality-database.com/profile/6467/lena-olin-actresses-british-isles-mbti-personality-type,,,,,,,,,1,,,,,,,
Fe,Ni,,100%,84%,Se,71%,90%,90%,0%,,,3%,6%,,Ti,,https://api.personality-database.com/profile_images/15881.png,Lily Collins,https://www.personality-database.com/profile/15881/lily-collins-actresses-british-isles-mbti-personality-type,,5,,,,,,,21,2,,,1,2,,
Fe,Si,,100%,80%,Ne,80%,,10%,0%,,90%,80%,10%,,Ti,,https://api.personality-database.com/profile_images/9949.png,Lily James,https://www.personality-database.com/profile/9949/lily-james-actresses-british-isles-mbti-personality-type,,1,,,,1,,,,,,,8,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/20280.png,Lucy Boynton,https://www.personality-database.com/profile/20280/lucy-boynton-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,3,,,
Fi,Ne,100%,92%,,Si,,83%,83%,0%,100%,,0%,17%,,Te,,https://api.personality-database.com/profile_images/16715.png,Maisie Williams,https://www.personality-database.com/profile/16715/maisie-williams-actresses-british-isles-mbti-personality-type,,20,,,,2,,2,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Mia Goth,https://www.personality-database.com/profile/20267/mia-goth-actresses-british-isles-mbti-personality-type,,,,,,,,,,1,,,,,,
Si,Fe,94%,97%,,Ti,91%,,9%,0%,,91%,86%,6%,,Ne,,https://api.personality-database.com/profile_images/8971.png,Millie Bobby Brown,https://www.personality-database.com/profile/8971/millie-bobby-brown-actresses-british-isles-mbti-personality-type,,1,,,29,2,1,,2,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Naomi Scott,https://www.personality-database.com/profile/41006/naomi-scott-actresses-british-isles-mbti-personality-type,,,,,1,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/1031.png,Naomi Watts,https://www.personality-database.com/profile/1031/naomi-watts-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,12,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Nathalie Emmanuel,https://www.personality-database.com/profile/25495/nathalie-emmanuel-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,5,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/28206.png,Olivia Colman,https://www.personality-database.com/profile/28206/olivia-colman-actresses-british-isles-mbti-personality-type,,,,,3,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/12335.png,Olivia Cooke,https://www.personality-database.com/profile/12335/olivia-cooke-actresses-british-isles-mbti-personality-type,,1,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Patsy Kensit,https://www.personality-database.com/profile/22603/patsy-kensit-actresses-british-isles-mbti-personality-type,,,,,1,,,,,,,,,,,
Ne,Fi,,100%,77%,Te,,100%,100%,0%,77%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11800.png,Rachel Weisz,https://www.personality-database.com/profile/11800/rachel-weisz-actresses-british-isles-mbti-personality-type,2,1,,,,,,,1,9,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/25492.png,Rebecca Ferguson,https://www.personality-database.com/profile/25492/rebecca-ferguson-actors-actresses-europe-mbti-personality-type,,,,,,,,,,,,,,3,,
Fe,Si,,88%,100%,Ne,100%,,13%,13%,,75%,75%,0%,,Ti,,https://api.personality-database.com/profile_images/16720.png,Rosamund Pike,https://www.personality-database.com/profile/16720/rosamund-pike-actresses-british-isles-mbti-personality-type,,,,,,,,,1,,1,,6,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Rose Leslie,https://www.personality-database.com/profile/37244/rose-leslie-actresses-british-isles-mbti-personality-type,,,,,,,,,,,,,4,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Ruthie Henshall,https://www.personality-database.com/profile/19354/ruthie-henshall-actresses-british-isles-mbti-personality-type,,,,,1,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/16933.png,Sally Hawkins,https://www.personality-database.com/profile/16933/sally-hawkins-actresses-british-isles-mbti-personality-type,,,,,,,,,,10,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/12334.png,Sienna Miller,https://www.personality-database.com/profile/12334/sienna-miller-actresses-british-isles-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Se,96%,100%,,Ni,,,8%,0%,88%,92%,4%,88%,,Te,,https://api.personality-database.com/profile_images/16716.png,Sophie Turner,https://www.personality-database.com/profile/16716/sophie-turner-actresses-british-isles-mbti-personality-type,2,,,,1,22,,,,,,,,1,,
